title,story,sentence_nr,token_in_sent,token,surprisal
reading-northpole-1,reading-northpole,2,21,I,1.0720279
reading-northpole-1,reading-northpole,2,22,do,3.4503825
reading-northpole-1,reading-northpole,2,23,not,0.14498785
reading-northpole-1,reading-northpole,2,24,understand,4.5765505
reading-northpole-1,reading-northpole,2,25,quite,7.084297
reading-northpole-1,reading-northpole,2,26,what,0.99147683
reading-northpole-1,reading-northpole,2,27,it,1.7273725
reading-northpole-1,reading-northpole,2,28,is,1.4997635
reading-northpole-1,reading-northpole,2,29,that,1.363278
reading-northpole-1,reading-northpole,2,30,the,2.8858242
reading-northpole-1,reading-northpole,2,31,yearning,6.183669
reading-northpole-1,reading-northpole,2,32,desires.,7.6534863
reading-northpole-1,reading-northpole,3,1,For,10.124289
reading-northpole-1,reading-northpole,3,2,the,1.9978487
reading-northpole-1,reading-northpole,3,3,first,1.9379733
reading-northpole-1,reading-northpole,3,4,time,0.07373181
reading-northpole-1,reading-northpole,3,5,there,6.40961
reading-northpole-1,reading-northpole,3,6,is,1.7178606
reading-northpole-1,reading-northpole,3,7,borne,16.407284
reading-northpole-1,reading-northpole,3,8,in,3.6915994
reading-northpole-1,reading-northpole,3,9,upon,10.627773
reading-northpole-1,reading-northpole,3,10,me,4.272682
reading-northpole-1,reading-northpole,3,11,the,1.2061218
reading-northpole-1,reading-northpole,3,12,full,6.0191803
reading-northpole-1,reading-northpole,3,13,truth,4.978519
reading-northpole-1,reading-northpole,3,14,of,0.68295366
reading-northpole-1,reading-northpole,3,15,what,2.4893637
reading-northpole-1,reading-northpole,3,16,I,1.5485945
reading-northpole-1,reading-northpole,3,17,myself,5.4573555
reading-northpole-1,reading-northpole,3,18,said,3.6912541
reading-northpole-1,reading-northpole,3,19,to,2.3931782
reading-northpole-1,reading-northpole,3,20,the,2.2792144
reading-northpole-1,reading-northpole,3,21,doctor,6.3959208
reading-northpole-1,reading-northpole,3,22,only,7.501602
reading-northpole-1,reading-northpole,3,23,an,5.452915
reading-northpole-1,reading-northpole,3,24,hour,0.092325956
reading-northpole-1,reading-northpole,3,25,ago:,2.7428894
reading-northpole-1,reading-northpole,3,26,that,1.7587651
reading-northpole-1,reading-northpole,3,27,my,3.1391685
reading-northpole-1,reading-northpole,3,28,motives,9.904982
reading-northpole-1,reading-northpole,3,29,in,3.2244194
reading-northpole-1,reading-northpole,3,30,this,2.9144337
reading-northpole-1,reading-northpole,3,31,undertaking,6.0522985
reading-northpole-1,reading-northpole,3,32,are,2.16415
reading-northpole-1,reading-northpole,3,33,not,2.0103905
reading-northpole-1,reading-northpole,3,34,entirely,3.4858956
reading-northpole-1,reading-northpole,3,35,clear.,4.3637295
reading-northpole-1,reading-northpole,4,1,For,10.124289
reading-northpole-1,reading-northpole,4,2,"years,",4.5559225
reading-northpole-1,reading-northpole,4,3,for,7.1316414
reading-northpole-1,reading-northpole,4,4,a,3.606812
reading-northpole-1,reading-northpole,4,5,"lifetime,",7.7707644
reading-northpole-1,reading-northpole,4,6,the,2.240634
reading-northpole-1,reading-northpole,4,7,machinery,12.036699
reading-northpole-1,reading-northpole,4,8,of,0.42883652
reading-northpole-1,reading-northpole,4,9,my,5.462749
reading-northpole-1,reading-northpole,4,10,destiny,8.226559
reading-northpole-1,reading-northpole,4,11,has,0.840166
reading-northpole-1,reading-northpole,4,12,worked,5.1143956
reading-northpole-1,reading-northpole,4,13,in,2.7952893
reading-northpole-1,reading-northpole,4,14,secret,4.1345334
reading-northpole-1,reading-northpole,4,15,to,2.1549468
reading-northpole-1,reading-northpole,4,16,prepare,6.359955
reading-northpole-1,reading-northpole,4,17,for,2.3559182
reading-northpole-1,reading-northpole,4,18,this,2.466021
reading-northpole-1,reading-northpole,4,19,moment;,6.8001194
reading-northpole-1,reading-northpole,4,20,its,4.4528217
reading-northpole-1,reading-northpole,4,21,clockwork,9.055196
reading-northpole-1,reading-northpole,4,22,has,7.5262256
reading-northpole-1,reading-northpole,4,23,moved,5.0878844
reading-northpole-1,reading-northpole,4,24,exactly,8.694107
reading-northpole-1,reading-northpole,4,25,toward,6.1137867
reading-northpole-1,reading-northpole,4,26,this,5.2776976
reading-northpole-1,reading-northpole,4,27,time,2.5680542
reading-northpole-1,reading-northpole,4,28,and,3.8636737
reading-northpole-1,reading-northpole,4,29,place,1.7185351
reading-northpole-1,reading-northpole,4,30,and,3.4944367
reading-northpole-1,reading-northpole,4,31,no,5.1389217
reading-northpole-1,reading-northpole,4,32,other.,6.366054
reading-northpole-1,reading-northpole,5,1,Rising,15.463266
reading-northpole-1,reading-northpole,5,2,slowly,9.56698
reading-northpole-1,reading-northpole,5,3,from,3.1556
reading-northpole-1,reading-northpole,5,4,the,1.2820262
reading-northpole-1,reading-northpole,5,5,earth,4.378992
reading-northpole-1,reading-northpole,5,6,that,6.552226
reading-northpole-1,reading-northpole,5,7,bore,8.76346
reading-northpole-1,reading-northpole,5,8,me,3.4437187
reading-northpole-1,reading-northpole,5,9,and,4.019386
reading-northpole-1,reading-northpole,5,10,gave,4.6698294
reading-northpole-1,reading-northpole,5,11,me,0.2856229
reading-northpole-1,reading-northpole,5,12,"sustenance,",5.4798837
reading-northpole-1,reading-northpole,5,13,I,2.327985
reading-northpole-1,reading-northpole,5,14,am,4.4066424
reading-northpole-1,reading-northpole,5,15,carried,6.184058
reading-northpole-1,reading-northpole,5,16,helplessly,9.598068
reading-northpole-1,reading-northpole,5,17,toward,4.3342433
reading-northpole-1,reading-northpole,5,18,an,4.4206367
reading-northpole-2,reading-northpole,0,1,uninhabited,6.420507
reading-northpole-2,reading-northpole,0,2,and,3.9552212
reading-northpole-2,reading-northpole,0,3,"hostile,",11.2181225
reading-northpole-2,reading-northpole,0,4,or,5.128112
reading-northpole-2,reading-northpole,0,5,at,2.5491018
reading-northpole-2,reading-northpole,0,6,best,3.386911
reading-northpole-2,reading-northpole,0,7,"indifferent,",8.209157
reading-northpole-2,reading-northpole,0,8,part,4.629964
reading-northpole-2,reading-northpole,0,9,of,0.026743792
reading-northpole-2,reading-northpole,0,10,the,0.38110417
reading-northpole-2,reading-northpole,0,11,"earth,",3.6259892
reading-northpole-2,reading-northpole,0,12,littered,11.819611
reading-northpole-2,reading-northpole,0,13,with,0.25388765
reading-northpole-2,reading-northpole,0,14,the,2.2603807
reading-northpole-2,reading-northpole,0,15,bones,4.3761053
reading-northpole-2,reading-northpole,0,16,of,0.23412836
reading-northpole-2,reading-northpole,0,17,explorers,10.809929
reading-northpole-2,reading-northpole,0,18,and,1.3465813
reading-northpole-2,reading-northpole,0,19,the,4.4585023
reading-northpole-2,reading-northpole,0,20,wrecks,7.2859974
reading-northpole-2,reading-northpole,0,21,of,0.04798553
reading-northpole-2,reading-northpole,0,22,"ships,",4.031441
reading-northpole-2,reading-northpole,0,23,frozen,9.04646
reading-northpole-2,reading-northpole,0,24,supply,11.931081
reading-northpole-2,reading-northpole,0,25,"caches,",8.517599
reading-northpole-2,reading-northpole,0,26,messages,10.594845
reading-northpole-2,reading-northpole,0,27,scrawled,8.5039215
reading-northpole-2,reading-northpole,0,28,with,2.7621207
reading-northpole-2,reading-northpole,0,29,chilled,13.111904
reading-northpole-2,reading-northpole,0,30,fingers,4.9108768
reading-northpole-2,reading-northpole,0,31,and,2.0889325
reading-northpole-2,reading-northpole,0,32,hidden,7.453792
reading-northpole-2,reading-northpole,0,33,in,1.5178375
reading-northpole-2,reading-northpole,0,34,cairns,11.504929
reading-northpole-2,reading-northpole,0,35,that,5.2648373
reading-northpole-2,reading-northpole,0,36,no,3.3534865
reading-northpole-2,reading-northpole,0,37,eye,6.2991076
reading-northpole-2,reading-northpole,0,38,will,3.2920408
reading-northpole-2,reading-northpole,0,39,ever,2.2941637
reading-northpole-2,reading-northpole,0,40,see.,1.0476153
reading-northpole-2,reading-northpole,1,1,Nobody,13.344271
reading-northpole-2,reading-northpole,1,2,has,2.3891141
reading-northpole-2,reading-northpole,1,3,succeeded,9.308049
reading-northpole-2,reading-northpole,1,4,in,0.43163693
reading-northpole-2,reading-northpole,1,5,this,4.4288764
reading-northpole-2,reading-northpole,1,6,"thing,",7.654321
reading-northpole-2,reading-northpole,1,7,and,1.8816243
reading-northpole-2,reading-northpole,1,8,many,6.6031938
reading-northpole-2,reading-northpole,1,9,have,2.4196086
reading-northpole-2,reading-northpole,1,10,died.,3.991521
reading-northpole-2,reading-northpole,2,1,Yet,12.438635
reading-northpole-2,reading-northpole,2,2,in,5.2065
reading-northpole-2,reading-northpole,2,3,freely,13.798129
reading-northpole-2,reading-northpole,2,4,willing,8.705054
reading-northpole-2,reading-northpole,2,5,this,6.4378667
reading-northpole-2,reading-northpole,2,6,"enterprise,",10.090942
reading-northpole-2,reading-northpole,2,7,in,4.3401437
reading-northpole-2,reading-northpole,2,8,choosing,6.0035505
reading-northpole-2,reading-northpole,2,9,this,4.556425
reading-northpole-2,reading-northpole,2,10,moment,4.892557
reading-northpole-2,reading-northpole,2,11,and,3.2427535
reading-northpole-2,reading-northpole,2,12,no,6.3612537
reading-northpole-2,reading-northpole,2,13,other,0.89766234
reading-northpole-2,reading-northpole,2,14,when,5.9402604
reading-northpole-2,reading-northpole,2,15,the,2.317363
reading-northpole-2,reading-northpole,2,16,south,11.352046
reading-northpole-2,reading-northpole,2,17,wind,6.0681996
reading-northpole-2,reading-northpole,2,18,will,3.9473097
reading-northpole-2,reading-northpole,2,19,carry,4.6902313
reading-northpole-2,reading-northpole,2,20,me,4.304628
reading-northpole-2,reading-northpole,2,21,exactly,10.728175
reading-northpole-2,reading-northpole,2,22,northward,7.1102614
reading-northpole-2,reading-northpole,2,23,at,4.871712
reading-northpole-2,reading-northpole,2,24,a,2.111187
reading-northpole-2,reading-northpole,2,25,velocity,3.9739203
reading-northpole-2,reading-northpole,2,26,of,1.0688307
reading-northpole-2,reading-northpole,2,27,eight,6.0075583
reading-northpole-2,reading-northpole,2,28,"knots,",2.6075044
reading-northpole-2,reading-northpole,2,29,I,1.3598765
reading-northpole-2,reading-northpole,2,30,have,2.1829033
reading-northpole-2,reading-northpole,2,31,converted,9.553881
reading-northpole-2,reading-northpole,2,32,the,1.8617141
reading-northpole-2,reading-northpole,2,33,machinery,8.779226
reading-northpole-2,reading-northpole,2,34,of,0.78117627
reading-northpole-2,reading-northpole,2,35,my,2.1041393
reading-northpole-2,reading-northpole,2,36,fate,7.138089
reading-northpole-2,reading-northpole,2,37,into,0.7441653
reading-northpole-2,reading-northpole,2,38,the,1.8510818
reading-northpole-2,reading-northpole,2,39,servant,7.543689
reading-northpole-2,reading-northpole,2,40,of,0.28698242
reading-northpole-2,reading-northpole,2,41,my,2.0568147
reading-northpole-2,reading-northpole,2,42,will.,4.5643525
reading-northpole-2,reading-northpole,3,1,All,10.899221
reading-northpole-2,reading-northpole,3,2,this,4.691904
reading-northpole-2,reading-northpole,3,3,I,6.0242023
reading-northpole-2,reading-northpole,3,4,"understand,",7.444119
reading-northpole-2,reading-northpole,3,5,as,3.997787
reading-northpole-2,reading-northpole,3,6,I,1.9351524
reading-northpole-2,reading-northpole,3,7,understand,2.5138936
reading-northpole-2,reading-northpole,3,8,each,6.739105
reading-northpole-2,reading-northpole,3,9,detail,6.7374043
reading-northpole-2,reading-northpole,3,10,of,1.4836553
reading-northpole-2,reading-northpole,3,11,the,1.1376686
reading-northpole-2,reading-northpole,3,12,technique,8.397469
reading-northpole-2,reading-northpole,3,13,by,5.57226
reading-northpole-2,reading-northpole,3,14,which,0.873259
reading-northpole-2,reading-northpole,3,15,this,3.330902
reading-northpole-2,reading-northpole,3,16,is,2.217938
reading-northpole-2,reading-northpole,3,17,carried,4.623517
reading-northpole-2,reading-northpole,3,18,out.,0.62570906
reading-northpole-2,reading-northpole,4,1,What,10.194757
reading-northpole-2,reading-northpole,4,2,I,4.5925055
reading-northpole-2,reading-northpole,4,3,don't,4.790611
reading-northpole-2,reading-northpole,4,4,understand,2.0782542
reading-northpole-2,reading-northpole,4,5,is,0.7890481
reading-northpole-2,reading-northpole,4,6,why,1.1086617
reading-northpole-2,reading-northpole,4,7,I,3.1993945
reading-northpole-2,reading-northpole,4,8,am,2.9498355
reading-northpole-2,reading-northpole,4,9,so,2.2418287
reading-northpole-2,reading-northpole,4,10,intent,7.742141
reading-northpole-2,reading-northpole,4,11,on,0.051162407
reading-northpole-2,reading-northpole,4,12,going,4.69665
reading-northpole-2,reading-northpole,4,13,to,1.252503
reading-northpole-2,reading-northpole,4,14,this,3.6270206
reading-northpole-3,reading-northpole,0,1,particular,4.820285
reading-northpole-3,reading-northpole,0,2,place.,3.778829
reading-northpole-3,reading-northpole,1,1,Who,11.774954
reading-northpole-3,reading-northpole,1,2,wants,5.005357
reading-northpole-3,reading-northpole,1,3,the,3.6800637
reading-northpole-3,reading-northpole,1,4,North,7.6537867
reading-northpole-3,reading-northpole,1,5,Pole!,9.992472
reading-northpole-3,reading-northpole,2,1,What,10.194757
reading-northpole-3,reading-northpole,2,2,good,7.838233
reading-northpole-3,reading-northpole,2,3,is,0.71114844
reading-northpole-3,reading-northpole,2,4,it!,9.162311
reading-northpole-3,reading-northpole,3,1,Can,12.161375
reading-northpole-3,reading-northpole,3,2,you,1.6024019
reading-northpole-3,reading-northpole,3,3,eat,7.094221
reading-northpole-3,reading-northpole,3,4,it?,4.4286594
reading-northpole-3,reading-northpole,4,1,Will,12.647665
reading-northpole-3,reading-northpole,4,2,it,3.9727614
reading-northpole-3,reading-northpole,4,3,carry,7.173791
reading-northpole-3,reading-northpole,4,4,you,4.7324314
reading-northpole-3,reading-northpole,4,5,from,4.4249496
reading-northpole-3,reading-northpole,4,6,Gothenburg,12.388432
reading-northpole-3,reading-northpole,4,7,to,0.3573666
reading-northpole-3,reading-northpole,4,8,Malmö,6.7877135
reading-northpole-3,reading-northpole,4,9,like,7.9012337
reading-northpole-3,reading-northpole,4,10,a,0.8863547
reading-northpole-3,reading-northpole,4,11,railway?,10.605597
reading-northpole-3,reading-northpole,5,1,The,7.6899047
reading-northpole-3,reading-northpole,5,2,Danish,8.675076
reading-northpole-3,reading-northpole,5,3,ministers,10.450937
reading-northpole-3,reading-northpole,5,4,have,2.5421183
reading-northpole-3,reading-northpole,5,5,declared,5.258131
reading-northpole-3,reading-northpole,5,6,from,8.238714
reading-northpole-3,reading-northpole,5,7,their,2.4349217
reading-northpole-3,reading-northpole,5,8,pulpits,8.631623
reading-northpole-3,reading-northpole,5,9,that,0.7348869
reading-northpole-3,reading-northpole,5,10,participation,9.518781
reading-northpole-3,reading-northpole,5,11,in,0.14289439
reading-northpole-3,reading-northpole,5,12,polar,10.4196825
reading-northpole-3,reading-northpole,5,13,expeditions,5.59703
reading-northpole-3,reading-northpole,5,14,is,1.4425414
reading-northpole-3,reading-northpole,5,15,beneficial,8.438187
reading-northpole-3,reading-northpole,5,16,to,0.6018044
reading-northpole-3,reading-northpole,5,17,the,0.9309946
reading-northpole-3,reading-northpole,5,18,soul's,16.053629
reading-northpole-3,reading-northpole,5,19,eternal,6.513218
reading-northpole-3,reading-northpole,5,20,"well-being,",3.648895
reading-northpole-3,reading-northpole,5,21,or,1.7753307
reading-northpole-3,reading-northpole,5,22,so,9.989454
reading-northpole-3,reading-northpole,5,23,I,5.9565196
reading-northpole-3,reading-northpole,5,24,read,4.3243523
reading-northpole-3,reading-northpole,5,25,in,1.7399498
reading-northpole-3,reading-northpole,5,26,a,1.935684
reading-northpole-3,reading-northpole,5,27,newspaper.,4.265131
reading-northpole-3,reading-northpole,6,1,It,8.752996
reading-northpole-3,reading-northpole,6,2,isn't,5.4960117
reading-northpole-3,reading-northpole,6,3,clear,3.511159
reading-northpole-3,reading-northpole,6,4,how,1.9177002
reading-northpole-3,reading-northpole,6,5,this,3.9028237
reading-northpole-3,reading-northpole,6,6,doctrine,10.469759
reading-northpole-3,reading-northpole,6,7,is,2.5082111
reading-northpole-3,reading-northpole,6,8,to,3.6975796
reading-northpole-3,reading-northpole,6,9,be,0.12087874
reading-northpole-3,reading-northpole,6,10,"interpreted,",4.816228
reading-northpole-3,reading-northpole,6,11,except,5.627658
reading-northpole-3,reading-northpole,6,12,that,0.5274409
reading-northpole-3,reading-northpole,6,13,the,2.1829963
reading-northpole-3,reading-northpole,6,14,Pole,10.974581
reading-northpole-3,reading-northpole,6,15,is,3.9612908
reading-northpole-3,reading-northpole,6,16,something,7.479765
reading-northpole-3,reading-northpole,6,17,difficult,7.9423428
reading-northpole-3,reading-northpole,6,18,or,6.2459564
reading-northpole-3,reading-northpole,6,19,impossible,1.5922208
reading-northpole-3,reading-northpole,6,20,to,0.6808377
reading-northpole-3,reading-northpole,6,21,attain,6.1653695
reading-northpole-3,reading-northpole,6,22,which,7.141733
reading-northpole-3,reading-northpole,6,23,must,3.3360415
reading-northpole-3,reading-northpole,6,24,nevertheless,6.943928
reading-northpole-3,reading-northpole,6,25,be,0.28749192
reading-northpole-3,reading-northpole,6,26,sought,5.17701
reading-northpole-3,reading-northpole,6,27,"for,",5.655385
reading-northpole-3,reading-northpole,6,28,because,3.8246303
reading-northpole-3,reading-northpole,6,29,man,6.0402946
reading-northpole-3,reading-northpole,6,30,is,1.1784189
reading-northpole-3,reading-northpole,6,31,condemned,8.594511
reading-northpole-3,reading-northpole,6,32,to,0.40102562
reading-northpole-3,reading-northpole,6,33,seek,5.27913
reading-northpole-3,reading-northpole,6,34,out,3.8139606
reading-northpole-3,reading-northpole,6,35,and,2.2652044
reading-northpole-3,reading-northpole,6,36,know,5.562672
reading-northpole-3,reading-northpole,6,37,everything,3.9949093
reading-northpole-3,reading-northpole,6,38,whether,7.829485
reading-northpole-3,reading-northpole,6,39,or,2.897212
reading-northpole-3,reading-northpole,6,40,not,0.0031727236
reading-northpole-3,reading-northpole,6,41,the,3.0848722
reading-northpole-3,reading-northpole,6,42,knowledge,4.527059
reading-northpole-3,reading-northpole,6,43,gives,7.680885
reading-northpole-3,reading-northpole,6,44,him,0.51201236
reading-northpole-3,reading-northpole,6,45,pleasure.,4.193316
reading-northpole-3,reading-northpole,7,1,In,9.352495
reading-northpole-3,reading-northpole,7,2,"short,",6.123341
reading-northpole-3,reading-northpole,7,3,it,2.6455398
reading-northpole-3,reading-northpole,7,4,is,1.7266796
reading-northpole-3,reading-northpole,7,5,the,3.1324108
reading-northpole-3,reading-northpole,7,6,same,3.6712494
reading-northpole-3,reading-northpole,7,7,unthinking,12.8691025
reading-northpole-3,reading-northpole,7,8,lust,9.763168
reading-northpole-3,reading-northpole,7,9,for,1.0408201
reading-northpole-3,reading-northpole,7,10,knowledge,5.1322975
reading-northpole-3,reading-northpole,7,11,that,0.8024419
reading-northpole-3,reading-northpole,7,12,drove,4.5179424
reading-northpole-3,reading-northpole,7,13,our,4.2267437
reading-northpole-3,reading-northpole,7,14,First,7.041479
reading-northpole-3,reading-northpole,7,15,Parents,9.189515
reading-northpole-3,reading-northpole,7,16,out,3.0837755
reading-northpole-3,reading-northpole,7,17,of,0.047623686
reading-northpole-3,reading-northpole,7,18,the,1.5816314
reading-northpole-3,reading-northpole,7,19,garden.,7.05046
reading-northpole-4,reading-northpole,0,1,And,9.995398
reading-northpole-4,reading-northpole,0,2,suppose,9.062024
reading-northpole-4,reading-northpole,0,3,you,1.3903314
reading-northpole-4,reading-northpole,0,4,were,2.808532
reading-northpole-4,reading-northpole,0,5,to,1.7110173
reading-northpole-4,reading-northpole,0,6,find,4.2397385
reading-northpole-4,reading-northpole,0,7,it,4.5390835
reading-northpole-4,reading-northpole,0,8,in,1.9789909
reading-northpole-4,reading-northpole,0,9,spite,9.008466
reading-northpole-4,reading-northpole,0,10,of,0.0065134373
reading-northpole-4,reading-northpole,0,11,"all,",7.144294
reading-northpole-4,reading-northpole,0,12,this,5.9203815
reading-northpole-4,reading-northpole,0,13,wonderful,5.6503205
reading-northpole-4,reading-northpole,0,14,place,4.1703205
reading-northpole-4,reading-northpole,0,15,that,3.5041971
reading-northpole-4,reading-northpole,0,16,everybody,7.054957
reading-northpole-4,reading-northpole,0,17,is,2.8205671
reading-northpole-4,reading-northpole,0,18,so,3.1347876
reading-northpole-4,reading-northpole,0,19,anxious,4.8728285
reading-northpole-4,reading-northpole,0,20,to,0.25037298
reading-northpole-4,reading-northpole,0,21,stand,7.205579
reading-northpole-4,reading-northpole,0,22,on!,5.8731723
reading-northpole-4,reading-northpole,1,1,What,10.194757
reading-northpole-4,reading-northpole,1,2,would,4.275237
reading-northpole-4,reading-northpole,1,3,you,1.2312478
reading-northpole-4,reading-northpole,1,4,find?,10.768893
reading-northpole-4,reading-northpole,2,1,Exactly,13.719572
reading-northpole-4,reading-northpole,2,2,nothing.,10.995239
reading-northpole-4,reading-northpole,3,1,A,8.911184
reading-northpole-4,reading-northpole,3,2,point,9.332891
reading-northpole-4,reading-northpole,3,3,precisely,13.199339
reading-northpole-4,reading-northpole,3,4,identical,7.5121155
reading-northpole-4,reading-northpole,3,5,to,0.14171629
reading-northpole-4,reading-northpole,3,6,all,6.991823
reading-northpole-4,reading-northpole,3,7,the,1.7028513
reading-northpole-4,reading-northpole,3,8,others,1.5451547
reading-northpole-4,reading-northpole,3,9,in,2.0340428
reading-northpole-4,reading-northpole,3,10,a,4.0343785
reading-northpole-4,reading-northpole,3,11,completely,7.2310925
reading-northpole-4,reading-northpole,3,12,featureless,11.870146
reading-northpole-4,reading-northpole,3,13,wasteland,8.3487835
reading-northpole-4,reading-northpole,3,14,stretching,9.282261
reading-northpole-4,reading-northpole,3,15,around,5.1642165
reading-northpole-4,reading-northpole,3,16,it,2.5157564
reading-northpole-4,reading-northpole,3,17,for,5.2442794
reading-northpole-4,reading-northpole,3,18,hundreds,3.5346541
reading-northpole-4,reading-northpole,3,19,of,0.110988386
reading-northpole-4,reading-northpole,3,20,miles.,1.7267053
reading-northpole-4,reading-northpole,4,1,It,8.752996
reading-northpole-4,reading-northpole,4,2,is,2.2779658
reading-northpole-4,reading-northpole,4,3,an,4.0902424
reading-northpole-4,reading-northpole,4,4,"abstraction,",12.374095
reading-northpole-4,reading-northpole,4,5,a,2.1576154
reading-northpole-4,reading-northpole,4,6,mathematical,5.41698
reading-northpole-4,reading-northpole,4,7,fiction.,9.954819
reading-northpole-4,reading-northpole,5,1,No,10.773054
reading-northpole-4,reading-northpole,5,2,one,3.7797825
reading-northpole-4,reading-northpole,5,3,but,5.922801
reading-northpole-4,reading-northpole,5,4,a,3.6739805
reading-northpole-4,reading-northpole,5,5,Swedish,9.571734
reading-northpole-4,reading-northpole,5,6,madman,10.163978
reading-northpole-4,reading-northpole,5,7,could,3.771077
reading-northpole-4,reading-northpole,5,8,take,4.38309
reading-northpole-4,reading-northpole,5,9,the,2.0067427
reading-northpole-4,reading-northpole,5,10,slightest,7.622593
reading-northpole-4,reading-northpole,5,11,interest,5.7019053
reading-northpole-4,reading-northpole,5,12,in,0.034616984
reading-northpole-4,reading-northpole,5,13,it.,5.5497026
reading-northpole-4,reading-northpole,6,1,Here,10.692099
reading-northpole-4,reading-northpole,6,2,I,4.2938743
reading-northpole-4,reading-northpole,6,3,am.,3.9912896
reading-northpole-4,reading-northpole,7,1,The,7.6899047
reading-northpole-4,reading-northpole,7,2,wind,8.716068
reading-northpole-4,reading-northpole,7,3,is,1.826196
reading-northpole-4,reading-northpole,7,4,still,4.1471367
reading-northpole-4,reading-northpole,7,5,from,7.0419855
reading-northpole-4,reading-northpole,7,6,the,1.0618603
reading-northpole-4,reading-northpole,7,7,"south,",5.525298
reading-northpole-4,reading-northpole,7,8,bearing,8.175322
reading-northpole-4,reading-northpole,7,9,us,6.26707
reading-northpole-4,reading-northpole,7,10,steadily,6.823391
reading-northpole-4,reading-northpole,7,11,northward,3.3876133
reading-northpole-4,reading-northpole,7,12,at,4.776496
reading-northpole-4,reading-northpole,7,13,the,2.4057484
reading-northpole-4,reading-northpole,7,14,speed,3.809591
reading-northpole-4,reading-northpole,7,15,of,0.07238291
reading-northpole-4,reading-northpole,7,16,a,3.1752436
reading-northpole-4,reading-northpole,7,17,trotting,9.913537
reading-northpole-4,reading-northpole,7,18,dog.,6.6869845
reading-northpole-4,reading-northpole,8,1,Behind,14.945032
reading-northpole-4,reading-northpole,8,2,"us,",9.633648
reading-northpole-4,reading-northpole,8,3,perhaps,6.67021
reading-northpole-4,reading-northpole,8,4,"forever,",10.083696
reading-northpole-4,reading-northpole,8,5,lie,6.18147
reading-northpole-4,reading-northpole,8,6,the,0.87543005
reading-northpole-4,reading-northpole,8,7,Cities,10.93638
reading-northpole-4,reading-northpole,8,8,of,0.38052917
reading-northpole-4,reading-northpole,8,9,Men,6.505524
reading-northpole-4,reading-northpole,8,10,with,6.344678
reading-northpole-4,reading-northpole,8,11,their,2.2976785
reading-northpole-4,reading-northpole,8,12,teacups,12.173454
reading-northpole-4,reading-northpole,8,13,and,1.5398047
reading-northpole-4,reading-northpole,8,14,their,2.77048
reading-northpole-4,reading-northpole,8,15,brass,7.068568
reading-northpole-4,reading-northpole,8,16,bedsteads.,14.983505
reading-northpole-4,reading-northpole,9,1,I,0.7733177
reading-northpole-4,reading-northpole,9,2,am,10.826034
reading-northpole-4,reading-northpole,9,3,going,3.4329028
reading-northpole-4,reading-northpole,9,4,forth,10.439619
reading-northpole-4,reading-northpole,9,5,of,7.0437655
reading-northpole-4,reading-northpole,9,6,my,2.7573423
reading-northpole-4,reading-northpole,9,7,own,1.7237166
reading-northpole-4,reading-northpole,9,8,volition,2.1029346
reading-northpole-4,reading-northpole,9,9,to,1.0300884
reading-northpole-4,reading-northpole,9,10,join,6.7353153
reading-northpole-4,reading-northpole,9,11,the,1.092748
reading-northpole-4,reading-northpole,9,12,ghosts,11.840179
reading-northpole-4,reading-northpole,9,13,of,0.30310145
reading-northpole-4,reading-northpole,9,14,Bering,14.837297
reading-northpole-4,reading-northpole,9,15,and,2.701491
reading-northpole-4,reading-northpole,9,16,poor,10.548207
reading-northpole-4,reading-northpole,9,17,"Franklin,",10.016018
reading-northpole-4,reading-northpole,9,18,of,4.351677
reading-northpole-4,reading-northpole,9,19,frozen,11.458561
reading-northpole-4,reading-northpole,9,20,De,10.672966
reading-northpole-4,reading-northpole,9,21,Long,7.0320487
reading-northpole-4,reading-northpole,9,22,and,2.071183
reading-northpole-4,reading-northpole,9,23,his,4.2950697
reading-northpole-4,reading-northpole,9,24,men.,7.614668
reading-northpole-4,reading-northpole,10,1,What,10.194757
reading-northpole-4,reading-northpole,10,2,I,4.5925055
reading-northpole-4,reading-northpole,10,3,am,3.3202837
reading-northpole-4,reading-northpole,10,4,on,6.939493
reading-northpole-4,reading-northpole,10,5,the,1.9530772
reading-northpole-5,reading-northpole,0,1,brink,7.268006
reading-northpole-5,reading-northpole,0,2,of,0.05665857
reading-northpole-5,reading-northpole,0,3,"knowing,",10.723812
reading-northpole-5,reading-northpole,0,4,I,2.7139049
reading-northpole-5,reading-northpole,0,5,now,6.4564133
reading-northpole-5,reading-northpole,0,6,"see,",7.594264
reading-northpole-5,reading-northpole,0,7,is,0.5536579
reading-northpole-5,reading-northpole,0,8,not,3.9772062
reading-northpole-5,reading-northpole,0,9,an,3.8407345
reading-northpole-5,reading-northpole,0,10,ephemeral,10.192605
reading-northpole-5,reading-northpole,0,11,mathematical,9.702324
reading-northpole-5,reading-northpole,0,12,spot,8.983337
reading-northpole-5,reading-northpole,0,13,but,4.0232315
reading-northpole-5,reading-northpole,0,14,myself.,11.18667
reading-northpole-5,reading-northpole,1,1,The,7.6899047
reading-northpole-5,reading-northpole,1,2,doctor,8.948635
reading-northpole-5,reading-northpole,1,3,was,3.1761355
reading-northpole-5,reading-northpole,1,4,"right,",8.92038
reading-northpole-5,reading-northpole,1,5,even,5.0440044
reading-northpole-5,reading-northpole,1,6,though,0.98594517
