title,story,sentence_nr,token_in_sent,token,surprisal
reading-northpole-5,reading-northpole,1,7,I,2.9541698
reading-northpole-5,reading-northpole,1,8,dislike,9.363064
reading-northpole-5,reading-northpole,1,9,him.,3.671939
reading-northpole-5,reading-northpole,2,1,Fundamentally,15.865067
reading-northpole-5,reading-northpole,2,2,I,6.210891
reading-northpole-5,reading-northpole,2,3,am,3.0277867
reading-northpole-5,reading-northpole,2,4,a,1.470833
reading-northpole-5,reading-northpole,2,5,dangerous,11.464474
reading-northpole-5,reading-northpole,2,6,"madman,",8.80398
reading-northpole-5,reading-northpole,2,7,and,3.3707218
reading-northpole-5,reading-northpole,2,8,what,5.5346384
reading-northpole-5,reading-northpole,2,9,I,1.0132924
reading-northpole-5,reading-northpole,2,10,do,1.8322139
reading-northpole-5,reading-northpole,2,11,is,1.2385558
reading-northpole-5,reading-northpole,2,12,both,7.104118
reading-northpole-5,reading-northpole,2,13,a,3.280898
reading-northpole-5,reading-northpole,2,14,challenge,5.4950686
reading-northpole-5,reading-northpole,2,15,to,2.0946434
reading-northpole-5,reading-northpole,2,16,my,1.7661992
reading-northpole-5,reading-northpole,2,17,egotism,9.939019
reading-northpole-5,reading-northpole,2,18,and,1.4701803
reading-northpole-5,reading-northpole,2,19,a,0.5134545
reading-northpole-5,reading-northpole,2,20,surrender,7.856504
reading-northpole-5,reading-northpole,2,21,to,0.24926509
reading-northpole-5,reading-northpole,2,22,it.,4.3891
reading-northpole-5,reading-northpole,3,1,(FIN),18.31012
